original_publish_date,chinese_title,cover_url,publish_date,source_url,title,category,chinese_summary,summary
Mar 2016,确保生命科学领域的数据完整性,https://pda.org/images/default-source/product-images/3194-assuring-data-integrity-for-life-sciences.jpeg,2016-03-01,https://www.pda.org/bookstore/product-detail/3194-assuring-data-integrity-for-life-sciences,Assuring Data Integrity for Life Sciences,Books,这本新书从全球视角深入探讨了数据完整性问题，以及应对这一严峻挑战的解决方案。全书共分为两个主要部分：数据完整性的法规背景与历史沿革，以及如何预防或纠正数据完整性违规行为的实用建议。每一章节……,"This new book provides a truly global perspective on data integrity and the solutions available to address this serious issue. It includes two main sections: the regulatory and historic background of data integrity, and practical advice on how to prevent or rectify data integrity breaches.Each chapter …"
Feb 2016,PDA调查：2015年口服制剂中的微粒物质,https://pda.org/images/default-source/product-images/3134-2015-particulate-matter-survey.jpeg,2016-02-01,https://www.pda.org/bookstore/product-detail/3134-2015-particulate-matter-survey,PDA Survey: 2015 Particulate Matter in Oral Dosage Forms,Surveys,口服制剂中的颗粒物一直是客户投诉、召回和监管行动的主题。然而，目前业界尚无明确的行业标准或指南，涉及缓解措施、验收标准、临床相关性、检查、取样、检测，以及可接受的投诉水平……,"Particulate matter in oral dosage forms has been the subject of customer complaints, recalls and regulatory actions. However, there is currently no clear industry standard or guidance on mitigation, acceptance criteria, clinical relevance, inspection, sampling, testing or acceptable complaint levels …"
Feb 2016,视觉检查与微粒控制,https://pda.org/images/default-source/product-images/3111-visual-inspection-and-particulate-control.jpeg,2016-02-01,https://www.pda.org/bookstore/product-detail/3111-visual-inspection-and-particulate-control,Visual Inspection and Particulate Control,Books,**八月书店促销！五折优惠！标价已包含原价折扣。** 本书是针对药品中可见缺陷和污染控制的实用指南。它适用于产品检验员、实验室支持人员，以及从事检验工作的相关人员……,"**August Bookstore Sale! 50%  off!Price shown reflects discount from regular  price.** This book is a practical guide for the control of visible defects and  contamination in pharmaceutical products. It is intended for the product  inspectors and lab support personnel, as well as those who use inspection …"
Dec 2015,生命科学制造商为何在研发、配方、生产和质量方面如此作为：一部历史,https://pda.org/images/default-source/product-images/2991-do-what-they-do.jpeg,2015-12-01,https://www.pda.org/bookstore/product-detail/2991-do-what-they-do,"Why Life Science Manufacturers Do What They Do in Development, Formulation, Production and Quality: A History",Books,促销——立减20%！原价：PDA会员价210美元，非会员价259美元，政府机构价190美元。销售价格已显示，并将在结账时体现。在一次充满激情的回顾中，他回顾了自己以统计思维为基础、并将这一方法应用于制药质量的成功职业生涯……,"Sale - 20% off!Original Price US$210 PDA Member, US$259 Nonmember, US$190 Government Sale prices are already displayed and will be reflected during checkoutIn a passionate retrospective of a successful career built on thinking statistically and applying that approach to quality in pharmaceutical …"
Nov 2015,失败的教训：制药生产中出现问题时,https://pda.org/images/default-source/product-images/2906-lessons-of-failure.jpeg,2015-11-01,https://www.pda.org/bookstore/product-detail/2906-lessons-of-failure,Lessons of Failure: When Things Go Wrong In Pharmaceutical Manufacturing,Books,Russ Madsen和Maik Jornitz汇集了来自知名行业从业者的精彩故事，他们分享了全球工作经验，以突出根本原因分析和问题解决方法。每个故事都写成简短的课程，首先陈述问题，然后介绍为分析所采取的步骤……,"Russ Madsen and Maik Jornitz have assembled fascinating stories from renowned industry practitioners who share their global work experiences to highlight root cause analysis and problem solving. Each story is written as a brief lesson that begins with a statement of the problem, the steps taken to analyze …"
Oct 2015,TR第73号（TR 73）生物技术应用预灌封注射器用户要求,https://pda.org/images/default-source/product-images/2902-tr-73-prefilled-syringe.jpeg,2015-10-01,https://www.pda.org/bookstore/product-detail/2902-tr-73-prefilled-syringe,TR No. 73 (TR 73) Prefilled Syringe User Requirements for Biotechnology Applications,Technical Reports,PDA技术报告第73号（TR 73）《用于生物技术应用的预充式注射器用户需求》探讨了适用于生物技术应用的1毫升长玻璃预充式注射器（PFS）的相关要求。在过去十年中，大量皮下注射的生物技术药物产品……,"PDA Technical Report No. 73 (TR 73) Prefilled Syringe User Requirements for Biotechnology Applications discusses the requirements for the 1 mL long glass prefilled syringe (PFS) for biotechnology applications.Over the past decade, a large number of subcutaneously injected biotechnology drug products …"
Oct 2015,PDA调查：2014年视觉检查,https://pda.org/images/default-source/product-images/2894-2014-visual-inspection-survey.jpeg,2015-10-01,https://www.pda.org/bookstore/product-detail/2894-2014-visual-inspection-survey,PDA Survey: 2014 Visual Inspection,Surveys,视觉检查仍然是生产高质量注射剂药品并确保其放行的关键步骤。目前，关于检查方法或验收标准的具体指导较为有限，这导致了行业内存在多种不同的操作规范。考虑到品种的多样性，这种差异也是可以预料的……,Visual inspection continues to be a critical step in the manufacture and release of high quality injectable medicines. There is limited specific guidance on inspection methods or acceptance criteria which has led to a wide range of industry practices. This diversity is also to be expected given the variety …
Oct 2015,TR第72号（TR 72）全球配送用被动式热保护系统：资质与操作指南,https://pda.org/images/default-source/product-images/2875-tr-72-passive-thermal-protection-systems.jpeg,2015-10-01,https://www.pda.org/bookstore/product-detail/2875-tr-72-passive-thermal-protection-systems,TR No. 72 (TR 72) Passive Thermal Protection Systems for Global Distribution: Qualification and Operational Guidance,Technical Reports,PDA技术报告第72号（TR 72）《全球配送用被动热保护系统：确认与操作指南》探讨了用于药品和生物制品温控配送的被动热保护系统（TPS）的确认及操作管理。,PDA Technical Report No. 72 (TR 72) Passive Thermal Protection Systems for Global Distribution: Qualification and Operational Guidance discusses the qualification and operational handling of passive thermal protection systems (TPS) for temperature-controlled distribution of pharmaceutical and biological …
Sep 2015,PDA调查：2014年质量文化指标,https://pda.org/images/default-source/product-images/2870-2014-quality-metrics-survey.jpeg,2015-09-01,https://www.pda.org/bookstore/product-detail/2870-2014-quality-metrics-survey,PDA Survey: 2014 Quality Culture Metrics,Surveys,本出版物介绍了2014年9月和10月开展的PDA质量文化指标调查的结果。由于所提出的问题相似，因此并排展示了两组结果：一组来自面向所有PDA会员的调查，另一组来自发送给质量负责人……,"This publication presents the results of the PDA Quality Culture Metrics Surveys conducted in September and October 2014.  Because similar questions were asked, two sets of results are shown side by side:  those from the survey open to all PDA members and those from the survey sent to Heads of Quality …"
Aug 2015,TR第71号（TR 71）病毒检测新方法,https://pda.org/images/default-source/product-images/2831-tr-71-virus-detection.jpeg,2015-08-01,https://www.pda.org/bookstore/product-detail/2831-tr-71-virus-detection,TR No. 71 (TR 71) Emerging Methods for Virus Detection,Technical Reports,第71号技术报告《病毒检测新方法》详细描述并深入评估了当前用于检测生物药品及其生产过程中潜在外来病毒的方法。同时，报告还介绍了因技术发展而涌现的新方法……,"Technical Report No. 71, Emerging Methods for Virus Detection describes and critically assesses methods currently used for the detection of potential adventitious viruses in biomedicinal products and their production processes. It also details new methods that have emerged as a result of technological …"
Jul 2015,TR第70号（TR 70）无菌生产设施清洁与消毒方案基础,https://pda.org/images/default-source/product-images/2809-tr-70-cleaning-and-disinfection-programs.jpeg,2015-07-01,https://www.pda.org/bookstore/product-detail/2809-tr-70-cleaning-and-disinfection-programs,TR No. 70 (TR 70) Fundamentals of Cleaning and Disinfection Programs for Aseptic Manufacturing Facilities,Technical Reports,PDA技术报告第70号（TR 70）《无菌生产设施清洁与消毒方案基础》明确了确保无菌及生物负荷控制型生产设施符合GMP要求的清洁与消毒方案所必需的系统性要素，并进行了分类……,"PDA Technical Report No. 70, (TR 70) Fundamentals of Cleaning and Disinfection Programs for Aseptic Manufacturing Facilities identifies the systematic elements essential to assuring compliant cleaning and disinfection programs for aseptic and bioburden controlled manufacturing facilities and classified …"
Jun 2015,使用Minitab进行药品质量和生产趋势分析与超标分析,https://pda.org/images/default-source/product-images/2793-trend-and-out-of-trend.jpeg,2015-06-01,https://www.pda.org/bookstore/product-detail/2793-trend-and-out-of-trend,Trend and Out-of-Trend Analysis for Pharmaceutical Quality and Manufacturing Using Minitab,Books,趋势是一系列事件或数据的集合，通常随时间推移而收集，具有既定且预期的模式。这种趋势可以被观察到，也可以基于理论模型。任何偏离趋势的情况，都属于意外的异常事件，具有非典型性，需要立即展开调查。,"A trend is a series of events or data collected, generally over time, that has an established and expected pattern. The trend can be observed or it can be based on theoretical models. Any departure from the trend is then an unexpected out-of-trend event. It is atypical and begs for investigation.  Trend …"
Jun 2015,TR第69号（TR 69）制药生产操作中的生物负载与生物膜管理,https://pda.org/images/default-source/product-images/2789-tr-69-bioburden-biofilm.jpeg,2015-06-01,https://www.pda.org/bookstore/product-detail/2789-tr-69-bioburden-biofilm,TR No. 69 (TR 69) Bioburden and Biofilm Management in Pharmaceutical Manufacturing Operations,Technical Reports,PDA技术报告第69号（TR 69）《制药生产操作中的生物负载与生物膜管理》介绍了当前对制药生产系统中生物负载成因及控制策略的科学认识，特别强调了流体处理系统中的生物膜……,"PDA Technical Report No. 69, (TR 69) Bioburden and Biofilm Management in Pharmaceutical Manufacturing Operations presents the current scientific understanding of the causes of and control strategies for bioburden in pharmaceutical production systems, with a special emphasis on biofilms in fluid-handling …"
May 2015,环境监测：综合手册，第4、5、6和7卷,https://pda.org/images/default-source/product-images/2783-environmental-monitoring-vol-4567.jpeg,2015-05-01,https://www.pda.org/bookstore/product-detail/2783-environmental-monitoring-vol-4567,"Environmental Monitoring: A Comprehensive Handbook, Volumes 4, 5, 6 and 7",Books,过去十年，全球范围内对环境监测给予了高度重视。世界各地的监管机构均已制定了环境控制的标准和指南。然而，这些要求在不同文件和国家之间并不完全一致。由……主编的《环境监测》系列丛书,"The past decade has seen a global emphasis on  environmental monitoring. Regulatory bodies worldwide have all established  standards and guidelines for environmental control. Unfortunately, the  requirements are not equivalent among documents and nations. The Environmental  Monitoring series edited by …"
May 2015,环境监测：综合手册，第1、2和3卷,https://pda.org/images/default-source/product-images/2781-em-vol-1-vol-2-vol-3-digital.jpeg,2015-05-01,https://www.pda.org/bookstore/product-detail/2781-em-vol-1-vol-2-vol-3-digital,"Environmental Monitoring: A Comprehensive Handbook, Volume 1, 2 and 3",Books,促销——八折优惠！原价：PDA会员800美元，非会员1000美元，政府客户700美元。销售价格已显示，结账时将自动体现。过去十年，全球范围内对环境监测日益重视。世界各地的监管机构均已制定相关标准和指南……,"Sale - 20% off! Original Price US$800 PDA Member, US$1,000 Nonmember, US$700 Government Sale prices are already displayed and will be reflected during checkoutThe past decade has seen a global emphasis on environmental monitoring. Regulatory bodies worldwide have all established standards and guidelines …"
May 2015,环境监测：综合手册，第四卷,https://pda.org/images/default-source/product-images/2780-environmental-monitoring-volume-4.jpeg,2015-05-01,https://www.pda.org/bookstore/product-detail/2780-environmental-monitoring-volume-4,"Environmental Monitoring: A Comprehensive Handbook, Volume 4",Books,促销——八折优惠！原价：PDA会员335美元，非会员419美元，政府客户290美元。销售价格已显示，并将在结账时体现。过去十年，全球日益重视环境监测。世界各地的监管机构均已制定相关标准和指南……,"Sale - 20% off! Original Price US$335 PDA Member, US$419 Nonmember, US$290 Government Sale prices are already displayed and will be reflected during checkoutThe past decade has seen a global emphasis on environmental monitoring. Regulatory bodies worldwide have all established standards and guidelines …"
May 2015,环境监测：综合手册，第5卷,https://pda.org/images/default-source/product-images/2779-environmental-monitoring-volume-5.gif.gif?sfvrsn=cf23321a_716,2015-05-01,https://www.pda.org/bookstore/product-detail/2779-environmental-monitoring-volume-5,"Environmental Monitoring: A Comprehensive Handbook, Volume 5",Books,促销——八折优惠！原价：PDA会员335美元，非会员419美元，政府客户290美元。销售价格已显示，并将在结账时体现。本卷通过探讨此前各卷中未曾涉及的若干重要问题，进一步丰富了知识宝库……,"Sale - 20% off! Original Price US$335 PDA Member, US$419 Nonmember, US$290 Government Sale prices are already displayed and will be reflected during checkoutThis volume adds to the wealth of knowledge provided in the previous volumes by addressing several important issues not previously discussed in …"
May 2015,环境监测：综合手册，第6卷,https://pda.org/images/default-source/product-images/2778-environmental-monitoring-volume-6.jpeg,2015-05-01,https://www.pda.org/bookstore/product-detail/2778-environmental-monitoring-volume-6,"Environmental Monitoring: A Comprehensive Handbook, Volume 6",Books,促销——八折优惠！原价：PDA会员335美元，非会员419美元，政府客户290美元。销售价格已显示，并将在结账时体现。作为这一珍贵系列的重要补充，第6卷提供了关于多个主题的最新信息，包括E.M.计算机化系统……,"Sale - 20% off! Original Price US$335 PDA Member, US$419 Nonmember, US$290 Government Sale prices are already displayed and will be reflected during checkoutAn essential addition to this valuable series, Volume 6 offers current information about numerous subjects including E.M. computerized systems, …"
May 2015,环境监测：综合手册，第7卷,https://pda.org/images/default-source/product-images/2777-environmental-monitoring-volume-7.jpeg,2015-05-01,https://www.pda.org/bookstore/product-detail/2777-environmental-monitoring-volume-7,"Environmental Monitoring: A Comprehensive Handbook, Volume 7",Books,促销——八折优惠！原价：PDA会员335美元，非会员419美元，政府客户290美元。销售价格已显示，并将在结账时体现。这是《环境监测手册》系列的第7卷。本系列每卷均探讨了环境的不同方面……,"Sale - 20% off! Original Price US$335 PDA Member, US$419 Nonmember, US$290 Government Sale prices are already displayed and will be reflected during checkoutThis is volume 7 of the Environmental Monitoring Handbook series.  Each volume of this series discusses different aspects of environmental …"
Apr 2015,微生物风险与调查,https://pda.org/images/default-source/product-images/2747-microbial-risk-and-investigations.jpeg,2015-04-01,https://www.pda.org/bookstore/product-detail/2747-microbial-risk-and-investigations,Microbial Risk and Investigations,Books,**8月书店促销！五折优惠！标价已包含常规价格的折扣。**巴尔判决（Barr，1993年）彻底改变了制药公司对超标数据（OOS）的看法。在这一法律判决发布后，许多企业和监管机构致力于确定……,"**August Bookstore Sale! 50% off!Price shown  reflects discount from regular  price.**The Barr Decision (Barr, 1993) forever changed how pharmaceutical companies  look at data that is out-of-specification (OOS). Following issue of this legal  decision, many companies and regulators worked to determine …"
Mar 2015,现代实验室中的计算机化系统：实用指南,https://pda.org/images/default-source/product-images/2735-computerized-systems-in-modern-lab.jpeg,2015-03-01,https://www.pda.org/bookstore/product-detail/2735-computerized-systems-in-modern-lab,Computerized Systems in the Modern Laboratory: A Practical Guide,Books,促销——八折优惠！原价：PDA会员265美元，非会员329美元；政府客户售价已标明，结账时将自动体现。生物/制药行业正处在实验室中应用电子技术的一个有趣十字路口。实验室管理……,"Sale - 20% off! Original Price US$265 PDA Member, US$329 Nonmember, US$210 Government Sale prices are already displayed and will be reflected during checkoutThe Bio/Pharmaceutical industry is at an interesting  crossroads regarding the use of electronic technologies in laboratories.  Laboratory management …"
Mar 2015,TR编号57-2，（TR 57-2）生物技术产品分析方法开发与确认,https://pda.org/images/default-source/product-images/2698-tr57-2-analytical-method.jpeg,2015-03-01,https://www.pda.org/bookstore/product-detail/2698-tr57-2-analytical-method,"TR No. 57-2, (TR 57-2) Analytical Method Development and Qualification for Biotechnology Products",Technical Reports,本技术报告为生物技术产品的分析方法生命周期中的开发和确认环节提供了实用的、基于风险的指导。方法开发始于明确分析方法的要求，最终导向……但并不一定就此完成。,"This Technical Report provides practical, risk-based guidance for the development and qualification portions of the analytical method lifecycle for biotechnology products. Method development begins with defining the requirements for the analytical method and leads to, but does not necessarily finish …"
Mar 2015,快速微生物方法百科全书，第4卷,https://pda.org/images/default-source/product-images/2695-ermm-volume-4.jpeg,2015-03-01,https://www.pda.org/bookstore/product-detail/2695-ermm-volume-4,"Encyclopedia of Rapid Microbiol Methods, Volume 4",Books,清仓大甩卖！原价：PDA会员335美元，非会员419美元，政府销售价格已标明，结账时将自动显示并扣除。近年来，快速微生物检测方法取得了令人瞩目的进展，而本册正是对米勒博士前三卷著作的补充，提供了……,"Clearance Sale! Original Price US$335 PDA Member, US$419 Nonmember, US$290 Government Sale prices are already displayed and will be reflected during checkoutRapid microbiological methods have made amazing strides recently and this volume complements Dr. Miller's previous three volumes by offering …"
Mar 2015,快速微生物方法百科全书，第1、2和3卷,https://pda.org/images/default-source/product-images/2694-ermm-volume-1-2-and-3.jpeg,2015-03-01,https://www.pda.org/bookstore/product-detail/2694-ermm-volume-1-2-and-3,"Encyclopedia of Rapid Microbiological Methods, Volumes 1, 2 and 3",Books,促销——立减20%！原价：PDA会员795美元，非会员989美元，政府用户685美元。销售价格已显示，结账时将自动体现。购买全部3册，立享八折优惠！微生物学家与管理人员正携手合作，共同消除实施RMM过程中所面临的各种障碍……,"Sale - 20% off! Original Price US$795 PDA Member, US$989 Nonmember, US$685 Government Sale prices are already displayed and will be reflected during checkoutBuy All 3 Volumes and Save 20% Microbiologists and management alike are working together to remove the perceived barriers to implementing RMM in …"
Feb 2015,清洁与清洁验证，第1卷和第2卷,https://pda.org/images/default-source/product-images/2678-cleaning-cleaning-validation-vol-1-2.jpeg,2015-02-01,https://www.pda.org/bookstore/product-detail/2678-cleaning-cleaning-validation-vol-1-2,"Cleaning and Cleaning Validation, Volumes 1 and 2",Books,促销！原价：PDA会员535美元，非会员670美元，政府采购价465美元。价格已显示，结账时将自动体现。“清洁与清洁验证”是一套丛书，汇集了当前关于清洁及原料药清洁验证的知识与方法……,"Sale! Original Price US$535 PDA Member, US$670 Nonmember, US$465 Government Sale prices are already displayed and will be reflected during checkout""Cleaning and Cleaning Validation"" is a series of volumes containing current knowledge and approaches to cleaning and cleaning validation of …"
Feb 2015,快速无菌检测,https://pda.org/images/default-source/product-images/2677-rapid-sterility-testing.jpeg,2015-02-01,https://www.pda.org/bookstore/product-detail/2677-rapid-sterility-testing,Rapid Sterility Testing,Books,**八月书店促销！五折优惠！标价已反映原价的折扣。**目前，欧洲、日本和美国的药典无菌检查方法已实现全面统一多年。尽管测试方法已完全统一，但实际上，该测试方法……,"**August Bookstore Sale! 50% off!Price shown  reflects discount from regular  price.**The current compendial sterility test methodology has been fully harmonized for Europe, Japan and the United States for many years. In spite of having a fully harmonized test methodology, in reality, the test methodology …"
Feb 2015,制药生产中的微生物学，第二版，修订与扩充版，第1卷和第2卷,https://pda.org/images/default-source/product-images/2668-microbiology-in-pharma-mfg-vol-1-2.gif.gif?sfvrsn=af952970_716,2015-02-01,https://www.pda.org/bookstore/product-detail/2668-microbiology-in-pharma-mfg-vol-1-2,"Microbiology in Pharmaceutical Manufacturing, Second Edition, Revised and Expanded, Volumes 1 and 2",Books,清仓大甩卖！原价：PDA会员375美元，非会员465美元，政府销售价格为250美元，已标出并将在结账时体现。2001年出版的第一版《制药生产中的微生物学》，是有史以来最畅销的PDA/DHI书籍。本书以……为基础。,"Clearance Sale! Original Price US$375 PDA Member, US$465 Nonmember, US$250 Government Sale prices are already displayed and will be reflected during checkoutThe first edition of Microbiology in Pharmaceutical Manufacturing, published   in 2001, is THE best selling PDA/DHI book of all time. Modeled on …"
Feb 2015,实用无菌工艺灌装与分装，第1卷和第2卷,https://pda.org/images/default-source/product-images/2667-practical-aseptic-processing-vol-1-2.jpeg,2015-02-01,https://www.pda.org/bookstore/product-detail/2667-practical-aseptic-processing-vol-1-2,"Practical Aseptic Processing Fill and Finish, Volumes 1 and 2",Books,为纪念于2024年3月14日逝世的杰克·利斯菲约尔德，本套装全年半价优惠至年底。PDA缅怀杰克·利斯菲约尔德先生，他是无菌工艺领域的专家，我们深感怀念。欲了解更多关于杰克的信息，请点击  此处                                   …,"In honor of Jack Lysfjord who  passed away on March 14, 2024, this bundle is 50%  off until the end of the year. PDA remembers Jack Lysfjord as an expert in the  field of Aseptic Processsing and he will be greatly missed. To learn more  about Jack please click  here                                   …"
Feb 2015,湿热灭菌中的热验证,https://pda.org/images/default-source/product-images/2666-thermal-validation-in-moist-heat.jpeg,2015-02-01,https://www.pda.org/bookstore/product-detail/2666-thermal-validation-in-moist-heat,Thermal Validation in Moist Heat Sterilization,Books,促销——八折优惠！原价：PDA会员价225美元，非会员价279美元，政府采购价180美元。销售价格已显示，并将在结账时自动体现。自《肠胃外药物协会关于湿热灭菌工艺验证的技术报告》（PDA，2007年）问世以来，它一直……,"Sale - 20% off! Original Price US$225 PDA Member, US$279 Nonmember, US$180 Government Sale prices are already displayed and will be reflected during checkoutSince the advent of the Parenteral Drug Association's technical report on the validation of moist heat sterilization processes (PDA, 2007), it has …"
Feb 2015,验证企业系统：实用指南,https://pda.org/images/default-source/product-images/2664-validating-enterprise-systems.gif.gif?sfvrsn=f15892c5_716,2015-02-01,https://www.pda.org/bookstore/product-detail/2664-validating-enterprise-systems,Validating Enterprise Systems: A Practical Guide,Books,促销——八折优惠！原价：PDA会员225美元，非会员279美元，政府客户175美元。销售价格已显示，结账时将自动体现。这是一本被一位同行评审专家誉为“精彩绝伦”的书籍。本书由一位知名领域的专家撰写，详细介绍了最新的工具和技巧……,"Sale - 20% off! Original Price US$225 PDA Member, US$279 Nonmember, US$175 Government Sale prices are already displayed and will be reflected during checkoutHere is a book that one peer reviewer called ""brilliant."" Written by a well-know subject matter expert, this book describes the latest tools, techniques …"
Feb 2015,实验室设计：建立设施与管理结构,https://pda.org/images/default-source/product-images/2653-laboratory-design.gif.gif?sfvrsn=f8645ef3_716,2015-02-01,https://www.pda.org/bookstore/product-detail/2653-laboratory-design,Laboratory Design: Establishing the Facility and Management Structure,Books,**8月书店促销！五折优惠！标价已反映较原价的折扣。**本书重点介绍可最大限度降低出错概率的设计流程，同时阐述如何设计实验室设施，以充分发挥员工高效完成工作的能力……,**August Bookstore Sale! 50% off!Price shown  reflects discount from regular  price.**This book focuses on the design procedures that minimize the likelihood of  error. It also explains how to design the laboratory facility to maximize the  ability of staff to get their work done in an efficient and …
Jan 2015,基于设计的验证：制药工艺验证统计手册,https://pda.org/images/default-source/product-images/2644-validation-by-design.gif.gif?sfvrsn=865ebce6_716,2015-01-01,https://www.pda.org/bookstore/product-detail/2644-validation-by-design,Validation by Design: The Statistical Handbook for Pharmaceutical Process Validation,Books,本书概述了美国FDA《行业工艺验证指南：一般原则与实践（2008年11月草案）》中所涉及和隐含的统计学问题。作者收到大量关于如何使用和实施该指南的咨询，这正说明了本书的必要性。,"This book offers an overview of the statistical issues expressed and implied in the U.S. FDA`s Guidance for Industry Process Validation: General Principles and Practices, Draft, November 2008. The need for this book is illustrated by the many inquires the author receives about how to use and implement …"
Jan 2015,药品生产中的生物膜控制,https://pda.org/images/default-source/product-images/2643-biofilm-control-in-drug-manufacturing.jpeg,2015-01-01,https://www.pda.org/bookstore/product-detail/2643-biofilm-control-in-drug-manufacturing,Biofilm Control in Drug Manufacturing,Books,**八月书店促销！五折优惠！标价已反映较原价的折扣。** 本书提供了在制药和生物制药生产过程中预防和控制生物膜污染的指导。全书共十二章，由全球专家撰写，并附有实用的附录，涵盖……,**August Bookstore Sale! 50% off!Price shown  reflects discount from regular  price.** This book provides guidance in preventing and controlling Biofilm  contamination in pharmaceutical and biopharmaceutical processing. Twelve  chapters contributor by global experts and useful appendices cover topics …
Jan 2015,药品的无菌检查,https://pda.org/images/default-source/product-images/2642-sterility-testing-of-pharmaceutical-products.jpeg,2015-01-01,https://www.pda.org/bookstore/product-detail/2642-sterility-testing-of-pharmaceutical-products,Sterility Testing of Pharmaceutical Products,Books,促销——八折优惠！原价：PDA会员240美元，非会员299美元，政府客户210美元。销售价格已显示，并将在结账时体现。本书的核心论点是，对工艺的控制和环境控制才是确保无菌性的更为重要的保障……,"Sale - 20% off! Original Price US$240 PDA Member, US$299 Nonmember, US$210 Government Sale prices are already displayed and will be reflected during checkoutThe central argument of the book is that control of the process and environmental control are considerably more important guarantors of sterility …"
Jan 2015,制药行业的风险评估与风险管理：清晰而简单,https://pda.org/images/default-source/product-images/2641-risk-assessment-and-risk-management.jpeg,2015-01-01,https://www.pda.org/bookstore/product-detail/2641-risk-assessment-and-risk-management,Risk Assessment and Risk Management in the Pharmaceutical Industry: Clear and Simple,Books,促销——八折优惠！原价：PDA会员255美元，非会员319美元，政府客户160美元。销售价格已显示，并将在结账时体现。《制药行业的风险评估与风险管理：清晰而简单》一书从历史、定义以及我们如何思考风险入手……,"Sale - 20% off! Original Price US$255 PDA Member, US$319 Nonmember, US$160 Government Sale prices are already displayed and will be reflected during checkoutRisk Assessment and Risk Management in the Pharmaceutical Industry: Clear    and Simple, begins with history, definitions, how we think about risks …"
Jan 2015,细菌内毒素检查：实用指南,https://pda.org/images/default-source/product-images/2640-the-bacterial-endotoxins-test.gif.gif?sfvrsn=e4eead42_716,2015-01-01,https://www.pda.org/bookstore/product-detail/2640-the-bacterial-endotoxins-test,The Bacterial Endotoxins Test: A Practical Guide,Books,这本书独具特色，汇集了相互关联的章节，既有实验手册的内容，又有散文式的阐述，还包含了历史背景、顾问建议以及朴实无华的智慧忠告，为BET的实施与应用提供了一种实用且符合GMP要求的方法。书中充满了切实可行的技术与合规建议……,"This unique book is a collection of interdependent chapters that are part lab manual, part essay, part historical context, part consultant and part plain sage advice that provide a practical and compliant approach to the execution and use of BET.    Full of sensible technological and compliance advice …"
Jan 2015,质量源于设计：将理论付诸实践,https://pda.org/images/default-source/product-images/2639-quality-by-design.gif.gif?sfvrsn=e4ab1e14_716,2015-01-01,https://www.pda.org/bookstore/product-detail/2639-quality-by-design,Quality By Design: Putting Theory Into Practice,Books,促销！原价：PDA会员210美元，非会员259美元，政府采购价为155美元。价格已显示，并将在结账时体现。本书面向所有利益相关者编写，包括监管机构和医疗保健行业及其供应商。随着……,"Sale! Original Price US$210 PDA Member, US$259 Nonmember, US$155 Government Sale prices are already displayed and will be reflected during checkoutThis book is written with all stakeholders in mind; the regulatory agencies and the healthcare industry, including their suppliers. As the process of …"
Jan 2015,药品外包：质量管理与项目交付,https://pda.org/images/default-source/product-images/2638-pharmaceutical-outsourcing.jpeg,2015-01-01,https://www.pda.org/bookstore/product-detail/2638-pharmaceutical-outsourcing,Pharmaceutical Outsourcing: Quality Management and Project Delivery,Books,旨在从合同机构、委托方和监管机构等多个视角，阐述并探讨合同机构的最佳实践。目前，合同业务呈现出显著的活跃态势和增长势头。许多公司正寻求通过合同方式……,"Intended to set forth and explore the best practices for contract organizations from various perspectives: the contract organization, the contracting organization and the regulators.There has been a significant amount of activity and growth in contract operations. Many companies are looking to contract …"
Jan 2015,技术和知识转移：成功实施与管理的关键,https://pda.org/images/default-source/product-images/2637-technology-and-knowledge-transfer.jpeg,2015-01-01,https://www.pda.org/bookstore/product-detail/2637-technology-and-knowledge-transfer,Technology and Knowledge Transfer: Keys to Successful Implementation and Management,Books,本书由全球领域专家撰写，提供了获取竞争优势所需的实践经验。从研发到商业化生产场地的成功技术转移，是开发和推出一种新药的关键流程。一个……,"Written by global subject matter experts, this book offers the practical experience needed to obtain a competitive edge. The successful technology transfer from research and development to the commercial production site is a critical process in the development and launch of a new medicinal product. An …"
Jan 2015,洁净室微生物学,https://pda.org/images/default-source/product-images/2622-cleanroom-microbiology.jpeg,2015-01-01,https://www.pda.org/bookstore/product-detail/2622-cleanroom-microbiology,Cleanroom Microbiology,Books,虽然市面上已有洁净室方面的书籍，但这些书籍几乎完全侧重于物理方面，很少涉及微生物学风险。同样地，也有各种微生物学方面的书籍（甚至还有几本是关于制药微生物学的），然而这些书籍却很少提及洁净室，或者即便提到了，也只是简单地描述了受控……,"While there are books on cleanrooms available, these focus almost entirely on the physical and rarely address microbiological risks. Similarly, there are various books on microbiology (even a few about pharmaceutical microbiology), yet these books rarely mention cleanrooms, or, where they do, give controlled …"
